i,b,g,u,e,p,f,d,c,n
384922,Ghirardelli Chocolate Company,747599323287,g,538.0,7.69,30.77,1.9,61.54,"GHIRARDELLI CHOCOLATE, VALENTINE'S IMPRESSIONS SQUARES MILK & WHITE CHOCOLATE"
384923,The Kroger Co.,011110733498,g,116.0,3.88,2.33,4.7,21.71,PORK & BEANS
384924,SPARTAN,011213052281,g,17.0,0.83,0.0,1.7,3.33,"SPARTAN, BLUE LAKE GREEN BEANS"
384925,The Kroger Co.,011110807786,g,92.0,6.15,0.38,3.8,17.69,SEASONED BLACK BEANS
384926,"Ctl Foods, Inc.",652134516003,g,391.0,8.7,4.35,0.0,82.61,"SODA FOUNTAIN, MALTED MILK POWDER"
384928,"B&G Foods, Inc.",04782734,g,267.0,13.33,21.67,1.7,6.67,LIVER PATE
384929,RAU'S,070871002007,g,192.0,5.63,13.15,2.3,11.27,CHILLI WITH BEANS
384931,"Faribault Foods, Inc.",072273002050,g,132.0,7.2,5.6,2.8,13.2,CHILI WITH BEANS
384932,"Faribault Foods, Inc.",072273002128,g,167.0,8.54,11.79,2.4,6.5,CHILI
384933,WILLIAMS,041149011007,g,286.0,0.0,0.0,28.6,57.14,ORIGINAL CHILI SEASONING
384934,"Faribault Foods, Inc.",072273003019,g,85.0,5.81,0.58,3.9,14.73,VEGETARIAN CHILI WITH BEANS
384935,The Dial Corporation,017000014746,g,144.0,7.95,7.2,2.7,11.74,ORIGINAL CHILI WITH BEANS
384936,Hormel Foods Corporation,037600083966,g,89.0,5.67,2.83,2.8,10.12,CHILI WITH BEANS
384937,SPARTAN,011213181677,g,455.0,0.0,18.18,0.0,81.82,COFFEE CREAMER
384938,"Faribault Foods, Inc.",072273004580,g,120.0,7.6,4.0,2.8,14.0,CHILI LEAN MEAT
384939,SWEET SUE		,041358551660,g,107.0,19.64,3.57,0.0,0.0,CHUNK WHITE CHICKEN
384940,Hormel Foods Corporation,071106720000,g,117.0,6.48,5.26,2.0,10.53,CHILI WITH BEANS
384941,Hormel Foods Corporation,037600178709,g,109.0,6.88,3.64,2.8,12.55,CHILI WITH BEANS
384942,Hormel Foods Corporation,037600281836,g,110.0,6.7,3.35,2.9,12.92,CHILI WITH BEANS
384943,Food Service Distributors Inc.,851844001308,g,136.0,6.1,8.92,2.3,7.98,CHILI WITH BEANS
384944,"Bumble Bee Foods, LLC",041358530047,g,89.0,19.64,1.79,0.0,1.79,98% FAT FREE PREMIUM CHICKEN BREAST
384945,Food Service Distributors Inc.,851844001155,g,128.0,7.02,6.2,2.5,9.92,CHILI WITH BEANS
384947,"Faribault Foods, Inc.",072273002098,g,128.0,7.2,5.6,2.4,13.2,CHILI WITH BEANS
384948,"Schnuck Markets, Inc.",041318191363,g,55.0,1.56,0.0,1.6,10.94,SLOPPY JOE SAUCE
384949,"T. W. GARNER FOOD COMPANY, INC.",075500000102,g,71.0,7.14,0.0,0.0,7.14,CHILI SAUCE
384950,"Faribault Foods, Inc.",072273003057,g,286.0,14.29,14.29,14.3,42.86,SEASONING MIX
384951,Hormel Foods Corporation,037600145589,g,85.0,2.82,3.76,0.9,10.33,"TAMALES, HOT'N SPICY BEEF IN CHILI SAUCE"
384952,"Schnuck Markets, Inc.",041318050646,g,107.0,21.43,1.79,0.0,0.0,PREMIUM CHUNK CHICKEN BREAST IN WATER
384953,"Schnuck Markets, Inc.",041318050639,g,107.0,21.43,1.79,0.0,0.0,PREMIUM CHUNK CHICKEN BREAST IN WATER
384954,"Faribault Foods, Inc.",072273002142,g,128.0,7.2,5.6,2.4,13.2,CHILI WITH BEANS
384955,"Schnuck Markets, Inc.",041318050653,g,107.0,21.43,1.79,0.0,0.0,PREMIUM CHUNK WHITE CHICKEN IN WATER
384956,"Bumble Bee Foods, LLC",086600403304,g,125.0,23.21,2.68,0.0,1.79,PREMIUM WHITE CHICKEN CHUNK IN WATER
384957,"Schnuck Markets, Inc.",041318120042,g,118.0,0.0,0.0,0.0,29.41,CHILI SAUCE
384958,DONKEY SALSA,894346001117,g,48.0,0.0,0.0,3.2,9.68,SALSA
384959,Select Brands LLC,041354003187,g,106.0,0.0,0.0,0.0,24.24,AMERICA'S FINEST BAR - B - Q SAUCE
384960,Wonderful Pistachios & Almonds LLC,014113734066,g,533.0,20.0,46.67,10.0,26.67,ROASTED & SALTED PISTACHIOS
384961,"Bumble Bee Foods, LLC",086600403212,g,125.0,23.21,1.79,0.0,1.79,PREMIUM CHICKEN BREAST WITH RIB MEAT CHUNK IN WATER
384962, NO MANUFACTURER,011213022482,g,600.0,0.0,50.0,0.0,40.0,COFFEE CREAMER
384963, NO MANUFACTURER,011213181660,g,455.0,0.0,22.73,0.0,72.73,COFFEE CREAMER
384964, NO MANUFACTURER,011213181523,g,500.0,0.0,25.0,0.0,50.0,ORIGINAL COFFEE CREAMER
384965,SPARTAN,011213181103,g,393.0,3.57,3.57,3.6,85.71,"SPARTAN, HOT COCOA MIX, MILK CHOCOLATE"
384966, NO MANUFACTURER,011213014708,g,129.0,0.0,0.0,1.2,29.41,STRAWBERRY PIE FILLING
384967,"Among Friends, LLC",851152005210,g,360.0,12.0,6.0,8.0,72.0,OATMEAL RAISIN COOKIE MIX
384968,"Aqualink Nevada, LLC",736211867117,g,124.0,0.0,0.0,0.0,32.2,PURE MICHIGAN GRADE B MAPLE SYRUP
384969,"Aqualink Nevada, LLC",736211701084,g,929.0,0.0,100.0,0.0,0.0,100% PURE AVOCADO OIL
384970,Target Stores,085239092705,g,237.0,2.63,0.0,2.6,60.53,CHOCOLATE FLAVORED SYRUP
384971,Hormel Foods Corporation,037600104999,g,529.0,20.59,35.29,5.9,41.18,"SKIPPY, SUPER CHUNK REDUCED FAT PEANUT BUTTER SPREAD"
384972,Target Stores,085239024249,g,625.0,25.0,50.0,6.2,21.88,CREAMY PEANUT BUTTER
384973,"The Hain Celestial Group, Inc.",051651093699,g,594.0,18.75,50.0,9.4,21.88,"MARANATHA, ALMOND BUTTER"
384974,"Ocean Spray Cranberries, Inc.",031200010056,g,157.0,0.0,0.0,1.4,40.0,"OCEAN SPRAY, JELLIED CRANBERRY SAUCE"
384975,Hodgson Mill Inc,071518050092,g,333.0,10.0,0.0,3.3,76.67,PREMIUM NATURALLY WHITE FLOUR
384976,Hodgson Mill Inc,071518050054,g,333.0,10.0,3.33,10.0,73.33,WHOLE WHEAT FLOUR
384977,Hodgson Mill Inc,071518008079,g,364.0,18.18,1.52,6.1,69.7,BREAD MIX
384978,Target Stores,085239024317,g,514.0,22.86,34.29,5.7,37.14,REDUCED FAT CREAMY PEANUT SPREAD
384979,Hormel Foods Corporation,037600105576,g,656.0,21.88,53.12,6.2,18.75,PEANUT BUTTER SPREAD
384980,Hormel Foods Corporation,037600495387,g,533.0,16.67,33.33,0.0,43.33,P.B.BITES
384981,Target Stores,085239201275,g,594.0,25.0,50.0,9.4,21.88,PEANUT BUTTER CREAMY
384982,Hormel Foods Corporation,037600234788,g,643.0,21.43,54.76,4.8,16.67,"SKIPPY, NATURAL SINGLES CREAMY PEANUT BUTTER SPREAD"
384983,Target Stores,085239202005,g,594.0,21.88,50.0,6.2,18.75,PEANUT BUTTER SPREAD
384984,Target Stores,085239020029,g,625.0,25.0,50.0,6.2,18.75,NATURAL CREAMY PEANUT BUTTER
384985,Target Stores,085239201251,g,594.0,21.88,53.12,9.4,21.88,ALL NATURAL CREAMY ALMONDS BUTTER
384986,Target Stores,085239201268,g,594.0,25.0,50.0,9.4,21.88,PEANUT BUTTER CRUNCHY
384987,Hormel Foods Corporation,037600105002,g,529.0,20.59,35.29,5.9,41.18,PEANUT BUTTER SPREAD
384988,Target Stores,085239213506,g,594.0,12.5,53.12,3.1,28.12,CREAMY CASHEW BUTTER
384989,Hormel Foods Corporation,037600234757,g,643.0,21.43,52.38,7.1,19.05,"SKIPPY, SINGLES CREAMY PEANUT BUTTER"
384990,"Ferrero U.S.A., Incorporated",009800895007,g,541.0,5.41,32.43,2.7,62.16,"FERRERO, NUTELLA, HAZELNUT SPREAD WITH COCOA"
384991,Target Stores,085239417232,g,366.0,8.45,3.52,2.8,74.65,"RICE PASTA & CHEDDAR, MACARONI & CHEESE"
384992,Target Stores,085239090251,g,400.0,6.67,0.0,0.0,86.67,SUGAR CONES
384993,Target Stores,085239417225,g,380.0,14.08,4.93,1.4,69.01,MACARONI & CHEESE DINNER
384994,FERRERO,009800800094,g,500.0,7.41,24.07,3.7,66.67,HAZELNUT SPREAD + PRETZEL STICKS
384996,Target Stores,085239024713,g,481.0,9.62,21.15,3.8,63.46,HAZELNUT SPREAD TO GO WITH BREADSTICKS
384997,Target Stores,085239090244,g,444.0,0.0,0.0,0.0,88.89,ICE CREAM CUPS
384999,Kemps LLC,041483011800,g,200.0,3.33,16.67,0.0,6.67,SOUR CREAM
385000,Cooperative Regions of Organic Producer Pools,093966002034,g,100.0,12.73,4.55,0.0,4.55,"ORGANIC VALLEY, 4% MILKFAT SMALL CURD COTTAGE CHEESE"
385001,Bays Corporation,071479000013,g,246.0,8.77,2.63,1.8,47.37,"BAYS, ENGLISH MUFFINS, ORIGINAL"
385002,"Toulouse Foods, Inc.",00948043,g,68.0,1.69,3.81,0.8,7.63,CONDENSED CREAM OF PORTABELLA MUSHROOM SOUP
385003,"Silver Spring Foods, Inc.",071851707585,g,100.0,0.0,0.0,0.0,20.0,RESTA STYLE PREPARED HORSERADISH
385004,FAGE,689544081463,g,93.0,8.0,1.67,0.0,11.33,LOWFAT GREEK STRAINED YOGURT
385005,Cooperative Regions of Organic Producer Pools,093966130003,g,714.0,0.0,78.57,0.0,0.0,CULTURED BUTTER
385006,Cooperative Regions of Organic Producer Pools,093966330007,g,714.0,0.0,78.57,0.0,0.0,SALTED BUTTER
385007,Cooperative Regions of Organic Producer Pools,093966002065,g,100.0,6.67,6.67,0.0,6.67,LOWFAT SOUR CREAM
385009,Target Stores,085239417218,g,352.0,14.08,3.52,1.4,70.42,SHELLS & CHEDDAR MACARONI & CHEESE
385010,Target Stores,085239024706,g,541.0,5.41,29.73,2.7,62.16,HAZELNUT SPREAD WITH COCOA & SKIM MILK
385011,Target Stores,085239024256,g,625.0,25.0,50.0,6.2,21.88,EXTRA CRUNCHY PEANUT BUTTER
385012,Target Stores,085239024324,g,528.0,22.22,33.33,5.6,36.11,CRUNCHY PEANUT SPREAD
385013,"Justin's, LLC",840379100082,g,541.0,13.51,37.84,10.8,43.24,ALMOND BUTTER WITH PRETZELS SNACK PACK
385014,Target Stores,085239417201,g,352.0,14.08,3.52,1.4,70.42,CLASSIC MILD CHEDDAR MACARONI & CHEESE
385015,"Weis Markets, Inc.",041497341566,g,367.0,13.33,1.67,3.3,73.33,BREAD FLOUR
385016,"Weis Markets, Inc.",041497341542,g,367.0,10.0,0.0,3.3,76.67,ENRICHED ALL PURPOSE BLEACHED FLOUR
385017,"Weis Markets, Inc.",041497341559,g,367.0,10.0,0.0,3.3,76.67,UNBLEACHED FLOUR
385018,"Auntie Anne's, Inc.",895072000429,g,364.0,5.71,2.14,1.4,80.0,BAKING KIT
385019,"The King Arthur Flour Company, Inc.",071012090037,g,500.0,21.43,35.71,28.6,35.71,GOLDEN FLAX MEAL
385020,"The King Arthur Flour Company, Inc.",071012081035,g,367.0,13.33,0.0,3.3,73.33,100% ORGANIC BREAD FLOUR
385021,"Weis Markets, Inc.",041497341603,g,367.0,13.33,1.67,10.0,70.0,WHOLE WHEAT FLOUR
385022,"Weis Markets, Inc.",041497341504,g,367.0,10.0,0.0,3.3,76.67,ENRICHED ALL PURPOSE BLEACHED FLOUR
385023,"The King Arthur Flour Company, Inc.",071012080045,g,333.0,13.33,1.67,13.3,73.33,UNBLEACHED WHITE WHOLE WHEAT FLOUR
385024,"B&G Foods, Inc.",047800340042,g,232.0,5.36,0.89,3.6,51.79,"B&M, BROWN BREAD, RAISIN"
385025,"Auntie Anne's, Inc.",895072000023,g,368.0,8.82,1.47,2.9,76.47,PRETZELS & MORE HOMEMADE BAKING MIX
385026,Wilkins-Rogers Inc.,010200227008,g,367.0,6.67,3.33,6.7,76.67,OLD FASHIONED STONE GROUND WHITE CORN MEAL
385027,Wilkins-Rogers Inc.,010200231005,g,367.0,6.67,3.33,6.7,76.67,OLD FASHIONED STONE GROUND YELLOW CORN MEAL
385028,Wilkins-Rogers Inc.,010200105009,g,333.0,6.67,0.0,3.3,73.33,ENRICHED-BLEACHED SELF-RISING FLOUR
385029,"Weis Markets, Inc.",041497341580,g,367.0,10.0,0.0,3.3,76.67,BLEACHED FLOUR
385031,Wehah Farm Inc,073416000131,g,316.0,5.26,0.0,5.3,68.42,"LUNDBERG FAMILY FARMS, ORGANIC RICE CAKES"
385034,"Gartner Studios, Inc.",634680724026,g,438.0,0.0,15.62,0.0,65.62,WHITE CREAMY FROSTING
385035,"Gartner Studios, Inc.",634680724002,g,424.0,0.0,18.18,3.0,63.64,FROSTING
385036,Kingston Marketing Co,011225105173,g,433.0,0.0,16.67,0.0,66.67,CREAMY VANILLA FROSTING
385037,"Continental Mills, Inc.",041449470351,g,389.0,5.56,5.56,5.6,77.78,BAKERY STYLE COOKIE MIX
385040,"Weis Markets, Inc.",041497348367,g,368.0,7.89,0.0,0.0,84.21,CLASSIC CAKE MIX
385043,Naam Som LLC,854751003076,g,194.0,0.0,0.0,0.0,47.22,"POK POK SOM, FULL STRENGTH DRINKING VINEGAR, THAI BASIL"
385044,Naam Som LLC,854751003038,g,222.0,0.0,0.0,0.0,55.56,"POKPOKSOM, APPLE FULL STRENGTH DRINKING VINEGAR"
385045,American Roland Food Corp.,041224634503,g,86.0,0.71,0.0,0.7,20.0,KADOTA FIGS WHOLE IN LIGHT SYRUP
385047,"Grandma Hoerner's Foods, Inc.",018522031518,g,62.0,0.0,0.0,1.6,16.41,"LUXE KETTLE COOKED APPLES SLICES, CHUNKS, & SAUCES"
385048,Now Health Group Inc.,733739069986,g,200.0,0.0,0.0,40.0,80.0,"SLENDER STICKS, SUGAR FREE DRINK STICKS"
385049,SENECA,028700111482,g,56.0,0.0,0.0,1.6,14.29,APPLE SAUCE
385050,"Torie & Howard, LLC",853715003190,g,375.0,0.0,0.0,0.0,93.75,ORGANIC HARD CANDY
385051,"Grandma Hoerner's Foods, Inc.",018522031457,g,62.0,0.0,0.0,1.6,16.41,KETTLE COOKED APPLES
385052,Naam Som LLC,854751003021,g,222.0,0.0,0.0,0.0,58.33,FULL STRENGTH DRINKING VINEGAR
385053,Santa Cruz Natural,036192122961,g,55.0,0.0,0.0,1.6,14.96,"SANTA CRUZ ORGANIC, ORGANIC APPLE SAUCE, CINNAMON"
385054,"Grandma Hoerner's Foods, Inc.",018522031419,g,55.0,0.0,0.0,1.6,14.84,PURE KETTLE COOKED APPLES
385055,WESTERN FAMILY ,2011130,g,49.0,0.0,0.0,0.8,12.3,FANCY GOLDEN PINEAPPLE CHUNKS IN ITS OWN JUICE
385056,"Edward & Sons Trading Co., Inc",043182008563,g,49.0,0.81,0.0,0.8,11.38,100% ORGANIC PAPAYA CHUNKS
385057,NATURAL DIRECTIONS,2921255,g,143.0,0.0,0.0,1.4,40.0,SAUCE
385058,SENECA,028700111710,g,69.0,0.0,0.0,1.5,16.15,APPLE SAUCE
385059,"Torie & Howard, LLC",853715003053,g,375.0,0.0,0.0,0.0,93.75,ORGANIC HARD CANDY
385060,"Western Family Foods, Inc.",015400012362,g,100.0,0.0,0.0,0.0,40.0,MARASCHINO
385061,Naam Som LLC,854751003106,g,194.0,0.0,0.0,0.0,47.22,FULL STRENGTH DRINKING VINEGAR
385063,Naam Som LLC,854751003045,g,222.0,0.0,0.0,0.0,52.78,DRINKING VINEGAR
385064,"Torie & Howard, LLC",853715003077,g,375.0,0.0,0.0,0.0,93.75,ORGANIC HARD CANDY
385065,Santa Cruz Natural,036192122848,g,47.0,0.79,0.0,1.6,11.81,"SANTA CRUZ ORGANIC, ORGANIC APPLE SAUCE, PEACH"
385066,WESTERN FAMILY,2011176,g,94.0,0.0,0.0,0.0,21.88,CHOICE UNPEELED APRICOTS HALVES IN HEAVY SYRUP
385067,Santa Cruz Natural,036192122930,g,48.0,0.0,0.0,1.6,12.7,APPLE STRAWBERRY SAUCE
385068,HIGH J ORCHARDS,880752160500,g,44.0,0.0,0.0,2.2,12.39,FUJI CHUNKY APPLESAUCE
385069,Naam Som LLC,854751003069,g,194.0,0.0,0.0,0.0,44.44,FULL STRENGTH DRINKING VINEGAR
385070,"Torie & Howard, LLC",853715003060,g,375.0,0.0,0.0,0.0,93.75,HARD CANDY
385071,Naam Som LLC,854751003113,g,167.0,0.0,0.0,0.0,44.44,DRINKING VINEGAR
385072,SENECA,028700111291,g,77.0,0.0,0.0,1.5,18.46,APPLE SAUCE
385074,Entertainment Production House Inc.,040232221606,g,357.0,0.0,7.14,0.0,71.43,SALTY HONEY NUT CHEWS
385075,Naam Som LLC,854751003052,g,194.0,0.0,0.0,0.0,47.22,DRINKING VINEGAR
385076,Now Health Group Inc.,733739069962,g,375.0,0.0,0.0,0.0,75.0,POMEGRANATE BERRY
385077,SANTA CRUZ,036192122916,g,48.0,0.0,0.0,1.6,12.0,APPLE SAUCE
385079,SENECA,028700111703,g,56.0,0.0,0.0,1.6,14.29,APPLE SAUCE
385080,Dole Packaged Foods Company,038900006198,g,57.0,0.82,0.0,0.8,14.75,CRUSHED PINEAPPLE IN 100% PINEAPPLE JUICE
385081,Now Health Group Inc.,733739069924,g,375.0,0.0,0.0,0.0,75.0,SUGAR FREE DRINK STICKS
385082,"Torie & Howard, LLC",853715003046,g,375.0,0.0,0.0,0.0,93.75,ORGANIC HARD CANDY
385083, NO MANUFACTURER,2010290,g,48.0,0.0,0.0,1.6,11.2,CHOICE BARTLETT PEARS HALVES IN PEAR JUICE FROM CONCENTRATE
385085,HIGH J ORCHARDS,880752160609,g,44.0,0.0,0.0,2.2,12.39,"HIGH J ORCHARDS, CHUNKY ORGANIC APPLESAUCE, HONEYCRISP"
385086,SPARTAN,011213181547,g,500.0,0.0,25.0,0.0,50.0,COFFEE CREAMER
385087,SPARTAN,011213181561,g,500.0,0.0,25.0,0.0,50.0,COFFEE CREAMER
385088,BISCUITS LECLERC LTD. AND LECLERC FOODS USA,064042103389,g,400.0,8.0,8.0,4.0,76.0,CHEWY GRANOLA BARS
385089,"Winona Foods, Inc.",664857137892,g,300.0,3.33,23.33,0.0,13.33,PASTEURIZED CHEESE SHANCK
385090,"Zwanenberg Food Group (USA), Inc.",075069350755,g,157.0,6.78,10.17,0.8,9.32,CORNED BEEF HASH
385091,"Winona Foods, Inc.",664857137502,g,23.0,0.0,0.0,0.6,6.98,MEDIUM SALSA
385092,"Lowe's Food Stores, Inc.",741643031012,g,116.0,1.45,0.0,1.4,27.54,COCKTAIL SAUCE
385093, NO MANUFACTURER,064042103396,g,440.0,8.0,12.0,4.0,72.0,CHEWY GRANOLA BARS
385094,SELECT CHOICE,064042103358,g,400.0,4.0,10.0,4.0,76.0,CHEWY GRANOLA BARS
385095,"Bay Valley Foods, LLC",041820810134,g,65.0,1.63,0.0,0.8,14.63,CONDENSED TOMATO SOUP
385096,"Bay Valley Foods, LLC",075200300304,g,57.0,1.63,1.63,0.8,8.94,CHICKEN WITH RICE CONDENSED SOUP
385097,"Bay Valley Foods, LLC",041820810127,g,28.0,1.63,0.81,0.0,4.07,CONDENSED CHICKEN NOODLE SOUP
385098,"Bay Valley Foods, LLC",075200300175,g,65.0,2.44,0.0,1.6,15.45,VEGETARIAN VEGETABLE CONDENSED SOUP
385099,"Bay Valley Foods, LLC",075200300311,g,89.0,2.44,5.69,0.8,6.5,CONDENSED SOUP
385101,"Bay Valley Foods, LLC",075200300281,g,138.0,7.32,3.25,5.7,19.51,CONDENSED SOUP
385102,"Bay Valley Foods, LLC",075200300366,g,49.0,2.44,1.63,0.0,5.69,CHICKEN NOODLES
385103,"Bay Valley Foods, LLC",075200300328,g,89.0,0.81,5.69,0.0,7.32,CONDENSED SOUP
385109,"Unified Grocers, Inc.",041380069034,g,56.0,1.6,0.8,1.6,10.4,WHOLE KERNEL CORN
385110,Kim-Seng Co.,610232012285,g,357.0,3.57,0.0,0.0,82.14,"GIANT BRIDGE BRAND, PRAWN CRACKERS"
385111,FRESH FINDS,837991611287,g,562.0,21.88,46.88,6.2,25.0,CREAMY PEANUT BUTTER
385112, NO MANUFACTURER,837991611188,g,562.0,21.88,46.88,6.2,25.0,CREAMY PEANUT BUTTER
385113, NO MANUFACTURER,481006709201,g,692.0,0.0,76.92,0.0,0.0,MAYONNAISE
385116,R. Twining and Company Limited,070177879495,g,333.0,6.67,16.67,0.0,46.67,BLACK TEA
385118,SPARTAN,011213181592,g,500.0,0.0,25.0,0.0,50.0,COFFEE CREAMER
622504,"Wal-Mart Stores, Inc.",078742028651,g,172.0,7.58,12.63,0.5,7.07,SAUSAGE & GRAVY BREAKFAST BOWL
622506,"Faribault Foods, Inc.",072273133181,g,92.0,5.38,0.77,6.9,16.15,"CUMIN & CHILI SPICES BLACK BEANS, CUMIN & CHILI SPICES"
622508,"Faribault Foods, Inc.",072273136304,g,85.0,5.38,1.92,5.4,13.08,"REFRIED BLACK BEANS, REAL LIME JUICE"
622510,STARKIST,08067007,g,161.0,23.21,6.25,0.0,0.0,SOLID WHITE ALBACORE TUNA
622512,BUMBLE BEE,08662133,g,125.0,19.64,4.46,0.0,0.0,"PREMIUM CHUNK LIGHT TUNA IN VEGETABLE OIL, CHUNK LIGHT TUNA"
622514,"FARMER'S MARKET FOODS, INC.",638882002104,g,52.0,1.0,0.0,1.0,12.0,"FARMERS MARKET, ORGANIC BUTTERNUT SQUASH"
622516,RIGHT FOODS,767335011186,g,446.0,18.46,7.69,16.9,75.38,"QUINOA SALAD, PISTACHIO CITRUS"
622518,Harris-Teeter Inc.,072036781680,g,263.0,0.0,0.0,0.0,63.16,BLACKBERRY PREMIUM PRESERVES
622520,"B&G Foods, Inc.",041501011010,g,101.0,5.8,1.81,3.6,15.94,REFRIED BEANS WITH DICED GREEN CHILES
622522,CHESTNUT HILL,032251023019,g,80.0,0.8,4.8,0.0,8.0,"CREAM OF CELERY CONDENSED SOUP, CREAM OF CELERY"
622524,Harris-Teeter Inc.,072036781727,g,263.0,0.0,0.0,0.0,63.16,RED RASPBERRY PREMIUM PRESERVES
622526,Nestle USA Inc.,039000010955,g,99.0,5.34,1.91,3.8,16.03,"TRADITIONAL REFRIED BEANS, TRADITIONAL"
622528,"Topco Associates, Inc.",036800137134,g,714.0,0.0,78.57,0.0,0.0,SALTED SWEET CREAM BUTTER
622530,EATZ,032251069796,g,267.0,10.0,20.0,0.0,13.33,"PASTEURIZED CHEDDAR CHEESE SNACK, CHEDDAR"
622532,"Muesli Fusion, Inc.",853305003166,g,429.0,10.71,12.5,3.6,71.43,"MORNING ZEN GLUTEN FREE OATS, ALMONDS, FLAX SEEDS, RAISINS, PUMPKIN SEEDS, CRANBERRIES, MORNING ZEN"
622534,"Muesli Fusion, Inc.",853305003029,g,429.0,10.71,12.5,3.6,71.43,"ATHLETE FUEL WHOLE GRAINS, FLAX SEEDS, CASHEWS, RAISINS, PUMPKIN SEEDS, ALMONDS, ATHLETE FUEL"
622536,"Muesli Fusion, Inc.",853305003241,g,429.0,10.71,12.5,3.6,71.43,"SUPER MUESLI OATS, QUINOA, ALMONDS, CHIA SEEDS CRANBERRIES, HEMP SEEDS, COCONUT, SUPER MUESLI"
622538,"Bumble Bee Foods, LLC",086600241913,g,141.0,22.54,2.82,1.4,1.41,"BUMBLE BEE, OMEGA 3 ALBACORE TUNA"
622540,"Edward & Sons Trading Co., Inc",043182008907,g,36.0,3.57,0.0,3.6,3.57,ORGANIC HEARTS OF PALM
622542,"Whole Foods Market, Inc.",099482427689,g,357.0,12.86,2.86,2.9,71.43,MACARONI & CHEESE
622544,Wehah Farm Inc,073416006300,g,339.0,7.14,5.36,7.1,73.21,ORGANIC BROWN RICE ROTINI PASTA
622546,Pinnacle Foods Group LLC,033776080501,g,371.0,11.43,3.57,2.9,72.86,"EARTH BALANCE, MAC & CHEESE PASTA, CHEDDAR, CHEDDAR"
622548,"Whole Foods Market, Inc.",099482427726,g,357.0,11.9,2.38,2.4,71.43,SHELLS & ALFREDO
622550,Pinnacle Foods Group LLC,033776080525,g,371.0,11.43,3.57,2.9,72.86,"EARTH BALANCE, MAC & CHEESE, WHITE CHEDDAR, WHITE CHEDDAR"
622552,"Boulder Brands USA, Inc.",033776080549,g,371.0,5.71,2.14,5.7,74.29,"GLUTEN-FREE VEGAN MAC & CHEESE, CHEDDAR"
622554,"Whole Foods Market, Inc.",099482438203,g,319.0,11.5,11.5,1.8,43.36,DELUXE SHELLS & CREAMY CHEDDAR SAUCE
622556,"Whole Foods Market, Inc.",099482438197,g,357.0,12.86,2.86,2.9,71.43,"MACARONI & CHEESE MADE WITH CHEDDAR CHEESE, MACARONI & CHEESE"
622558,Wehah Farm Inc,073416006201,g,339.0,7.14,5.36,7.1,73.21,ORGANIC BROWN RICE PASTA
622560,"Whole Foods Market, Inc.",099482438210,g,327.0,12.24,10.2,2.0,46.94,"DELUXE ELBOWS & CREAMY CHEDDAR SAUCE, ELBOWS & CREAMY CHEDDAR"
622562,Quinoa Corporation,089125250002,g,375.0,7.14,1.79,7.1,82.14,"CORN & QUINOA SPAGHETTI ORGANIC SUPERGRAIN PASTA, CORN & QUINOA"
622564,"Muesli Fusion, Inc.",853305003081,g,429.0,10.71,12.5,3.6,71.43,"CLASSIC SWISS WHOLE GRAINS, FLAX SEEDS, DATES RAISINS, ALMONDS, CRANBERRIES, CLASSIC SWISS"
622566,"Muesli Fusion, Inc.",853305003012,g,429.0,10.71,12.5,3.6,71.43,"ANTIOXIDANT WHOLE GRAINS, GOJI BERRIES, CACAO NIBS, WALNUTS, BLUEBERRIES"
622568,"JaceyCakes, LLC",850171005003,g,377.0,37.74,6.6,9.4,43.4,"PROTEIN PANCAKE & BAKING MIX, BANANA HAZELNUT"
622572,"Chobani, Inc.",894700010014,g,53.0,10.0,0.0,0.0,4.0,"NON-FAT PLAIN GREEK YOGURT, PLAIN"
622574,"JaceyCakes, LLC",850171005010,g,377.0,37.74,6.6,9.4,43.4,"PROTEIN PANCAKE & BAKING MIX, BUTTERMILK"
622576,"Chobani, Inc.",894700010069,g,80.0,8.0,0.0,0.7,11.33,"NON-FAT GREEK YOGURT WITH PEACH ON THE BOTTOM, PEACH"
622578,SPARTAN,01123014715,g,129.0,1.18,0.0,1.2,29.41,"PIE FILLING, VERY CHERRY"
622580,"JaceyCakes, LLC",850171005027,g,377.0,37.74,5.66,9.4,45.28,"PROTEIN PANCAKE & BAKING MIX, CINNAMON APPLE"
622582,"Ventura Foods, L.L.C.",026700129087,g,200.0,3.33,16.67,0.0,10.0,"FRENCH ONION WITH BACON DIP, FRENCH ONION WITH BACON"
622586,"Ahold Usa, Inc.",688267146350,g,53.0,10.0,0.0,0.7,4.0,"PLAIN GREEK NONFAT YOGURT, PLAIN"
622588,"Ahold Usa, Inc.",688267146343,g,73.0,8.67,0.0,0.7,10.0,"VANILLA GREEK NONFAT YOGURT, VANILLA"
622590,"Ventura Foods, L.L.C.",071840202107,g,379.0,3.45,37.93,0.0,6.9,BASIL PESTO VINAIGRETTE
622592,GHIRARDELLI,747599620065,g,333.0,4.17,4.17,4.2,87.5,"DOUBLE CHOCOLATE PREMIUM HOT COCOA MIX, DOUBLE CHOCOLATE"
622594,"Snyder's-Lance, Inc.",027500095473,g,514.0,2.86,25.71,2.9,65.71,"ARCHWAY, SPECIALTIES WEDDING CAKE COOKIES"
622596,Brownie Brittle LLC,711747012248,g,429.0,3.57,14.29,3.6,75.0,"CHOCOLATE CHIP BROWNIE BRITTLE, CHOCOLATE CHIP"
